2.52E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.96E+03,8.09E+02,,,,,,,,,,,,,,,,,,
1.63E+03,4.96E+02,,,,,,,,,,,,,,,,,,
2.91E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.25E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.84E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.63E+03,6.78E+02,,,,,,,,,,,,,,,,,,
2.32E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.34E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.33E+03,4.00E+02,,,,,,,,,,,,,,,,,,
6.33E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.44E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.48E+02,,,,,,,,,,,,,,,,,,
2.45E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.29E+01,6.70E+02,,,,,,,,,,,,,,,,,,
2.39E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.65E+02,8.98E+02,,,,,,,,,,,,,,,,,,
1.36E+03,4.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,5.94E+02,,,,,,,,,,,,,,,,,,
1.04E+02,8.60E+02,,,,,,,,,,,,,,,,,,
5.19E+02,9.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,5.87E+02,,,,,,,,,,,,,,,,,,
4.65E+02,8.98E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.56E+02,,,,,,,,,,,,,,,,,,
2.88E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.87E+02,8.73E+02,,,,,,,,,,,,,,,,,,
1.03E+03,4.13E+02,,,,,,,,,,,,,,,,,,
3.94E+02,8.90E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.85E+02,,,,,,,,,,,,,,,,,,
1.37E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.84E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.34E+02,4.00E+02,,,,,,,,,,,,,,,,,,
6.52E+02,6.51E+02,,,,,,,,,,,,,,,,,,
5.72E+02,8.84E+02,,,,,,,,,,,,,,,,,,
2.36E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.15E+03,4.00E+02,,,,,,,,,,,,,,,,,,
8.30E+02,6.81E+02,,,,,,,,,,,,,,,,,,
1.52E+02,4.28E+02,,,,,,,,,,,,,,,,,,
3.02E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.38E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.72E+03,8.16E+02,,,,,,,,,,,,,,,,,,
5.80E+02,9.00E+02,,,,,,,,,,,,,,,,,,
2.67E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.87E+02,,,,,,,,,,,,,,,,,,
5.72E+02,5.39E+02,,,,,,,,,,,,,,,,,,
1.78E+02,6.80E+02,,,,,,,,,,,,,,,,,,
1.91E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.35E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.91E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.92E+02,6.10E+02,,,,,,,,,,,,,,,,,,
2.98E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.44E+02,8.98E+02,,,,,,,,,,,,,,,,,,
1.35E+03,4.00E+02,,,,,,,,,,,,,,,,,,
9.14E+01,8.18E+02,,,,,,,,,,,,,,,,,,
5.70E+02,7.87E+02,,,,,,,,,,,,,,,,,,
3.88E+02,8.49E+02,,,,,,,,,,,,,,,,,,
2.29E+02,7.23E+02,,,,,,,,,,,,,,,,,,
5.72E+02,8.66E+02,,,,,,,,,,,,,,,,,,
2.66E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.86E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.36E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.31E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.40E+03,9.00E+02,,,,,,,,,,,,,,,,,,
6.14E+02,8.98E+02,,,,,,,,,,,,,,,,,,
2.66E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.65E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.01E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.96E+02,8.80E+02,,,,,,,,,,,,,,,,,,
2.61E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.47E+03,8.03E+02,,,,,,,,,,,,,,,,,,
1.74E+01,7.25E+02,,,,,,,,,,,,,,,,,,
2.59E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.36E+03,4.00E+02,,,,,,,,,,,,,,,,,,
5.72E+02,4.13E+02,,,,,,,,,,,,,,,,,,
2.72E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,8.96E+02,,,,,,,,,,,,,,,,,,
2.89E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.03E+03,7.50E+02,,,,,,,,,,,,,,,,,,
1.33E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.64E+02,4.34E+02,,,,,,,,,,,,,,,,,,
2.59E+02,4.00E+02,,,,,,,,,,,,,,,,,,
8.30E+02,8.30E+02,,,,,,,,,,,,,,,,,,
2.59E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.72E+02,7.73E+02,,,,,,,,,,,,,,,,,,
1.42E+03,8.66E+02,,,,,,,,,,,,,,,,,,
3.95E+02,9.00E+02,,,,,,,,,,,,,,,,,,
2.77E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.84E+02,6.69E+02,,,,,,,,,,,,,,,,,,
3.97E+02,4.11E+02,,,,,,,,,,,,,,,,,,
1.38E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.63E+03,8.31E+02,,,,,,,,,,,,,,,,,,
2.84E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.72E+03,7.40E+02,,,,,,,,,,,,,,,,,,
1.25E+03,6.14E+02,,,,,,,,,,,,,,,,,,
1.10E+00,8.88E+02,,,,,,,,,,,,,,,,,,
7.80E+02,5.86E+02,,,,,,,,,,,,,,,,,,
2.61E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.10E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.54E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,6.22E+02,,,,,,,,,,,,,,,,,,
2.26E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.09E+02,9.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,7.69E+02,,,,,,,,,,,,,,,,,,
2.89E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.31E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.03E+03,8.24E+02,,,,,,,,,,,,,,,,,,
2.58E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.29E+03,8.81E+02,,,,,,,,,,,,,,,,,,
2.44E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.82E+02,4.00E+02,,,,,,,,,,,,,,,,,,
8.30E+02,8.03E+02,,,,,,,,,,,,,,,,,,
1.03E+03,4.98E+02,,,,,,,,,,,,,,,,,,
2.52E+02,8.39E+02,,,,,,,,,,,,,,,,,,
2.49E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.05E+02,8.53E+02,,,,,,,,,,,,,,,,,,
2.03E+03,5.37E+02,,,,,,,,,,,,,,,,,,
7.80E+02,7.42E+02,,,,,,,,,,,,,,,,,,
1.47E+03,8.16E+02,,,,,,,,,,,,,,,,,,
2.74E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.61E+02,8.82E+02,,,,,,,,,,,,,,,,,,
4.92E+02,5.10E+02,,,,,,,,,,,,,,,,,,
1.03E+03,7.73E+02,,,,,,,,,,,,,,,,,,
1.96E+03,4.46E+02,,,,,,,,,,,,,,,,,,
1.33E+02,5.65E+02,,,,,,,,,,,,,,,,,,
1.72E+03,6.57E+02,,,,,,,,,,,,,,,,,,
1.65E+02,5.54E+02,,,,,,,,,,,,,,,,,,
1.47E+03,6.34E+02,,,,,,,,,,,,,,,,,,
3.90E+02,8.85E+02,,,,,,,,,,,,,,,,,,
7.01E+01,6.05E+02,,,,,,,,,,,,,,,,,,
4.67E+02,9.00E+02,,,,,,,,,,,,,,,,,,
6.48E+02,9.00E+02,,,,,,,,,,,,,,,,,,
2.35E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.03E+03,5.61E+02,,,,,,,,,,,,,,,,,,
3.85E+02,5.82E+02,,,,,,,,,,,,,,,,,,
